id,ts,val,val1,base_values,moving_average,daily_pattern,max_vector,normalization,base_prediction,min_vector,minValueWeeklyTrend,avgMinValues,prediction
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-11-24,0.4269299974354605,0.4269299974354605,0.4269299974354605,0.4269299974354605,0.4269299974354605,0.5095369745836114,1.0675756691786082,0.45578007770458323,0.45578007770458323,0.45578007770458323,0.45578007770458323,0.20773547923239594
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-11-25,0.41448333525719744,0.41448333525719744,0.41448333525719744,0.41448333525719744,0.41448333525719744,0.5095369745836114,1.0626901896946377,0.44046737416973725,0.44046737416973725,0.44046737416973725,0.44046737416973725,0.1940115077079833
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-11-26,0.07061090879142284,0.07061090879142284,0.07061090879142284,0.07061090879142284,0.07061090879142284,0.4269299974354605,0.9330784480901215,0.06588551719333395,0.06588551719333395,1.0347646714213732,1.0347646714213732,0.06817600554998744
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-11-27,0.08650181958959861,0.08650181958959861,0.08650181958959861,0.08650181958959861,0.08650181958959861,0.4269299974354605,0.9405227180611384,0.08135692647764352,0.08135692647764352,6.685344411537868,6.685344411537868,0.5438990737672114
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-11-28,0.4510036360641772,0.4510036360641772,0.4510036360641772,0.4510036360641772,0.4510036360641772,0.4269299974354605,1.111277557807287,0.5011902192476053,0.5011902192476053,0.8098329183003117,0.8098329183003117,0.40588033787686123
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-11-29,0.4665818194943396,0.4665818194943396,0.4665818194943396,0.4665818194943396,0.4665818194943396,0.4269299974354605,1.118575327241967,0.5219069114260333,0.5219069114260333,0.1623274424624204,0.1623274424624204,0.08471981413524896
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-11-30,0.506552733311599,0.506552733311599,0.506552733311599,0.506552733311599,0.506552733311599,0.4510036360641772,1.1246335474064857,0.5696861974126751,0.5696861974126751,0.96030577153726,0.96030577153726,0.5470729433405068
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-01,0.4963490892709656,0.4963490892709656,0.4963490892709656,0.4963490892709656,0.4963490892709656,0.4665818194943396,1.1127597212462699,0.5523172742179996,0.5523172742179996,0.9161305185141585,0.9161305185141585,0.5059947108136627
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-02,0.4635418222539805,0.4635418222539805,0.4635418222539805,0.3460948928491136,1.0,0.506552733311599,1.2948256259372957,0.6002058301481249,0.6002058301481249,1.031447365500685,1.031447365500685,0.6190807222644351
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-03,0.08336000085215678,0.08336000085215678,0.08336000085215678,0.3560119059684715,1.0,0.506552733311599,1.2948256259372957,0.1079366652815274,0.06588551719333395,0.9202131110284169,0.9202131110284169,0.09932473455274723
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-04,0.09413090940903532,0.09413090940903532,0.09413090940903532,0.3630202612537262,1.0,0.506552733311599,1.2948256259372957,0.12188311369560104,0.06588551719333395,9.109829530318258,9.109829530318258,1.1103343883913241
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-05,0.4553236395797946,0.4553236395797946,0.4553236395797946,0.3648415601195453,1.0,0.506552733311599,1.2948256259372957,0.5895647166229552,0.06588551719333395,1.0,1.0,0.5895647166229552
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-06,0.4183200020343065,0.4183200020343065,0.4183200020343065,0.3659314300937506,1.0,0.506552733311599,1.2948256259372957,0.5416514584761617,0.06588551719333395,1.0,1.0,0.5416514584761617
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-07,0.4294166643327723,0.4294166643327723,0.4294166643327723,0.36654857345312447,1.0,0.506552733311599,1.2948256259372957,0.5560197011825875,0.06588551719333395,1.0,1.0,0.5560197011825875
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-08,0.4241100013799344,0.4241100013799344,0.4241100013799344,0.35965402810169117,1.0,0.506552733311599,1.2948256259372957,0.5491484980030409,0.06588551719333395,1.0,1.0,0.5491484980030409
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-09,0.4223166690596069,0.4223166690596069,0.4223166690596069,0.34863458967614447,1.3393489237533187,0.506552733311599,1.4288092771693472,0.6034099746556234,0.06588551719333395,1.0,1.0,0.6034099746556234
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-10,0.09091333327038836,0.09091333327038836,0.09091333327038836,0.3383147199774258,0.23414947493227703,0.506552733311599,0.9924482130030254,0.09022677514234544,0.06588551719333395,1.0,1.0,0.09022677514234544
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-11,0.09602666700569293,0.09602666700569293,0.09602666700569293,0.33242541237822953,0.25929932694099483,0.506552733311599,1.0023780190645977,0.09625502025054224,0.06588551719333395,1.0,1.0,0.09625502025054224
16BA1DF2-0AC2-40AF-854D-4A6662C77FBF,2016-12-12,0.4122800018327932,0.4122800018327932,0.4122800018327932,0.3335044598665483,1.2480037620456441,0.506552733311599,1.392743866521771,0.5742004438422073,0.06588551719333395,1.0,1.0,0.5742004438422073
